Topic_Num,Topic_Perc_Contrib,Keywords,Text
6,0.9969,"function, data, algorithm, from, method, sentence, be, set, it, in_this","  Background: Clinical guidelines and recommendations are the driving wheels of
the evidence-based medicine (EBM) paradigm but these are available primarily
as unstructured text and are generally highly heterogeneous in nature. This
significantly reduces the dissemination and automatic application of these
recommendations at the point of care. A comprehensive structured representation
of these recommendations is highly beneficial in this regard. Objective: The
objective of this paper to present Clinical Recommendation Type System (CRTS)
a common type system that can effectively represent a clinical recommendation
in a structured form. Methods: CRTS is built by analyzing 125 recommendations
and 195 research articles corresponding to 6 different diseases available from
UpToDate a publicly available clinical knowledge system and from the National
Guideline Clearinghouse a public resource for evidence-based clinical practice
guidelines. Results: We show that CRTS not only covers the recommendations but
also is flexible to be extended to represent information from primary
literature. We also describe how our developed type system can be applied for
clinical decision support medical knowledge summarization and citation
retrieval. Conclusion: We showed that our proposed type system is precise and
comprehensive in representing a large sample of recommendations available for
various disorders. CRTS can now be used to build interoperable information
extraction systems that automatically extract clinical recommendations and
related data elements from clinical evidence resources guidelines systematic
reviews and primary publications.
  Keywords: guidelines and recommendations type system clinical decision
support evidence-based medicine information storage and retrieval
"
6,0.9968,"function, data, algorithm, from, method, sentence, be, set, it, in_this","  In a broad range of fields it may be desirable to reuse a supervised
classification algorithm and apply it to a new data set. However
generalization of such an algorithm and thus achieving a similar classification
performance is only possible when the training data used to build the algorithm
is similar to new unseen data one wishes to apply it to. It is often unknown in
advance how an algorithm will perform on new unseen data being a crucial
reason for not deploying an algorithm at all. Therefore tools are needed to
measure the similarity of data sets. In this paper we propose the Data
Representativeness Criterion (DRC) to determine how representative a training
data set is of a new unseen data set. We present a proof of principle to see
whether the DRC can quantify the similarity of data sets and whether the DRC
relates to the performance of a supervised classification algorithm. We
compared a number of magnetic resonance imaging (MRI) data sets ranging from
subtle to severe difference is acquisition parameters. Results indicate that
based on the similarity of data sets the DRC is able to give an indication as
to when the performance of a supervised classifier decreases. The strictness of
the DRC can be set by the user depending on what one considers to be an
acceptable underperformance.
"
6,0.9962,"function, data, algorithm, from, method, sentence, be, set, it, in_this","  The Price equation describes the change in populations. Change concerns some
value such as biological fitness information or physical work. The Price
equation reveals universal aspects for the nature of change independently of
the meaning ascribed to values. By understanding those universal aspects we
can see more clearly why fundamental mathematical results in different
disciplines often share a common form. We can also interpret more clearly the
meaning of key results within each discipline. For example the mathematics of
natural selection in biology has a form closely related to information theory
and physical entropy. Does that mean that natural selection is about
information or entropy? Or do natural selection information and entropy arise
as interpretations of a common underlying abstraction? The Price equation
suggests the latter. The Price equation achieves its abstract generality by
partitioning change into two terms. The first term naturally associates with
the direct forces that cause change. The second term naturally associates with
the changing frame of reference. In the Price equation's canonical form total
change remains zero because the conservation of total probability requires that
all probabilities invariantly sum to one. Much of the shared common form for
the mathematics of different disciplines may arise from that seemingly trivial
invariance of total probability which leads to the partitioning of total
change into equal and opposite components of the direct forces and the changing
frame of reference.
"
6,0.9959,"function, data, algorithm, from, method, sentence, be, set, it, in_this","  Browsing news articles on multiple devices is now possible. The lengths of
news article headlines have precise upper bounds dictated by the size of the
display of the relevant device or interface. Therefore controlling the length
of headlines is essential when applying the task of headline generation to news
production. However because there is no corpus of headlines of multiple
lengths for a given article previous research on controlling output length in
headline generation has not discussed whether the system outputs could be
adequately evaluated without multiple references of different lengths. In this
paper we introduce two corpora which are Japanese News Corpus (JNC) and
JApanese MUlti-Length Headline Corpus (JAMUL) to confirm the validity of
previous evaluation settings. The JNC provides common supervision data for
headline generation. The JAMUL is a large-scale evaluation dataset for
headlines of three different lengths composed by professional editors. We
report new findings on these corpora; for example although the longest length
reference summary can appropriately evaluate the existing methods controlling
output length this evaluation setting has several problems.
"
6,0.995,"function, data, algorithm, from, method, sentence, be, set, it, in_this","  A meaningful understanding of clinical protocols and patient pathways helps
improve healthcare outcomes. Electronic health records (EHR) reflect real-world
treatment behaviours that are used to enhance healthcare management but present
challenges; protocols and pathways are often loosely defined and with elements
frequently not recorded in EHRs complicating the enhancement. To solve this
challenge healthcare objectives associated with healthcare management
activities can be indirectly observed in EHRs as latent topics. Topic models
such as Latent Dirichlet Allocation (LDA) are used to identify latent patterns
in EHR data. However they do not examine the ordered nature of EHR sequences
nor do they appraise individual events in isolation. Our novel approach the
Categorical Sequence Encoder (CaSE) addresses these shortcomings. The
sequential nature of EHRs is captured by CaSE's event-level representations
revealing latent healthcare objectives. In synthetic EHR sequences CaSE
outperforms LDA by up to 37% at identifying healthcare objectives. In the
real-world MIMIC-III dataset CaSE identifies meaningful representations that
could critically enhance protocol and pathway development.
"
7,0.9975,"channel, rate, number, bound, number_of, scheme, capacity, system, information, network","  Massive multiple-input multiple-output (MIMO) systems achieve high sum
spectral efficiency by offering an order of magnitude increase in multiplexing
gains. In time division duplexing systems however the reuse of uplink
training pilots among cells results in additional channel estimation error
which causes downlink inter-cell interference even when large numbers of
antennas are employed. Handling this interference with conventional network
MIMO techniques is challenging due to the large channel dimensionality.
Further the implementation of large antenna precoding/combining matrices is
associated with high hardware complexity and power consumption. In this paper
we propose multi-layer precoding to enable efficient and low complexity
operation in full-dimensional massive MIMO where a large number of antennas is
used in two dimensions. In multi-layer precoding the precoding matrix of each
base station is written as a product of a number of precoding matrices each
one called a layer. Multi-layer precoding (i) leverages the directional
characteristics of large-scale MIMO channels to manage inter-cell interference
with low channel knowledge requirements and (ii) allows for an efficient
implementation using low-complexity hybrid analog/digital architectures. We
present a specific multi-layer precoding design for full-dimensional massive
MIMO systems. The performance of this precoding design is analyzed and the
per-user achievable rate is characterized for general channel models. The
asymptotic optimality of the proposed multi-layer precoding design is then
proved for some special yet important channels. Numerical simulations verify
the analytical results and illustrate the potential gains of multi-layer
precoding compared to traditional pilot-contaminated massive MIMO solutions.
"
7,0.9973,"channel, rate, number, bound, number_of, scheme, capacity, system, information, network","  Spatial interference avoidance is a simple and effective way of mitigating
interference in multi-antenna wireless networks. The deployment of this
technique requires channel-state information (CSI) feedback from each receiver
to all interferers resulting in substantial network overhead. To address this
issue this paper proposes the method of distributive control that
intelligently allocates CSI bits over multiple feedback links and adapts
feedback to channel dynamics. For symmetric channel distributions it is
optimal for each receiver to equally allocate the average sum-feedback rate for
different feedback links thereby decoupling their control. Using the criterion
of minimum sum-interference power the optimal feedback-control policy is shown
using stochastic-optimization theory to exhibit opportunism. Specifically a
specific feedback link is turned on only when the corresponding transmit-CSI
error is significant or interference-channel gain large and the optimal number
of feedback bits increases with this gain. For high mobility and considering
the sphere-cap-quantized-CSI model the optimal feedback-control policy is
shown to perform water-filling in time where the number of feedback bits
increases logarithmically with the corresponding interference-channel gain.
Furthermore we consider asymmetric channel distributions with heterogeneous
path losses and high mobility and prove the existence of a unique optimal
policy for jointly controlling multiple feedback links. Given the
sphere-cap-quantized-CSI model this policy is shown to perform water-filling
over feedback links. Finally simulation demonstrates that feedback-control
yields significant throughput gains compared with the conventional
differential-feedback method.
"
7,0.9959,"channel, rate, number, bound, number_of, scheme, capacity, system, information, network","  The scaling of coherent and non-coherent channel capacity is studied in a
single-input multiple-output (SIMO) block Rayleigh fading channel as both the
bandwidth and the number of receiver antennas go to infinity jointly with the
transmit power fixed. The transmitter has no channel state information (CSI)
while the receiver may have genie-provided CSI (coherent receiver) or the
channel statistics only (non-coherent receiver). Our results show that if the
available bandwidth is smaller than a threshold bandwidth which is proportional
(up to leading order terms) to the square root of the number of antennas there
is no gap between the coherent capacity and the non-coherent capacity in terms
of capacity scaling behavior. On the other hand when the bandwidth is larger
than this threshold there is a capacity scaling gap. Since achievable rates
using pilot symbols for channel estimation are subject to the non-coherent
capacity bound this work reveals that pilot-assisted coherent receivers in
systems with a large number of receive antennas are unable to exploit excess
spectrum above a given threshold for capacity gain.
"
7,0.9959,"channel, rate, number, bound, number_of, scheme, capacity, system, information, network","  Due to stringent constraints on resources it may be infeasible to acquire
the current channel state information at the transmitter in energy harvesting
communication systems. In this paper we optimize an energy harvesting
transmitter communicating over a slow fading channel using layered coding.
The transmitter has access to the channel statistics but does not know the
exact channel state. In layered coding the codewords are first designed for
each of the channel states at different rates and then the codewords are
either time-multiplexed or superimposed before the transmission leading to two
transmission strategies. The receiver then decodes the information adaptively
based on the realized channel state. The transmitter is equipped with a
finite-capacity battery having non-zero internal resistance. In each of the
transmission strategies we first formulate and study an average rate
maximization problem with non-causal knowledge of the harvested power
variations. Further assuming statistical knowledge and causal information of
the harvested power variations we propose a sub-optimal algorithm and compare
with the stochastic dynamic programming based solution and a greedy policy.
"
7,0.9953,"channel, rate, number, bound, number_of, scheme, capacity, system, information, network","  In this paper we explore the benefits in the sense of total (sum rate)
degrees of freedom (DOF) of cooperation and cognitive message sharing for a
two-user multiple-input-multiple-output (MIMO) Gaussian interference channel
with $M_1$ $M_2$ antennas at transmitters and $N_1$ $N_2$ antennas at
receivers. For the case of cooperation (including cooperation at transmitters
only at receivers only and at transmitters as well as receivers) the DOF is
$min M_1+M_2 N_1+N_2 max(M_1 N_2)) max(M_2 N_1)$ which is the same
as the DOF of the channel without cooperation. For the case of cognitive
message sharing the DOF is $min M_1+M_2 N_1+N_2 (1-1_T2)((1-1_R2)
max(M_1 N_2) + 1_R2 (M_1+N_2)) (1-1_T1)((1-1_R1) max(M_2 N_1) +
1_R1 (M_2+N_1)) $ where $1_Ti = 1$ $(0)$ when transmitter $i$ is (is not)
a cognitive transmitter and $1_Ri$ is defined in the same fashion. Our
results show that while both techniques may increase the sum rate capacity of
the MIMO interference channel only cognitive message sharing can increase the
DOF. We also find that it may be more beneficial for a user to have a cognitive
transmitter than to have a cognitive receiver.
"
8,0.9972,"algorithm, problem, proposed, network, it, user, can, be, performance, based","  In this article we address the prospects and key enabling technologies for
highly efficient and accurate device positioning and tracking in 5G radio
access networks. Building on the premises of ultra-dense networks as well as on
the adoption of multicarrier waveforms and antenna arrays in the access nodes
(ANs) we first formulate extended Kalman filter (EKF)-based solutions for
computationally efficient joint estimation and tracking of the time of arrival
(ToA) and direction of arrival (DoA) of the user nodes (UNs) using uplink
reference signals. Then a second EKF stage is proposed in order to fuse the
individual DoA/ToA estimates from one or several ANs into a UN position
estimate. Since all the processing takes place at the network side the
computing complexity and energy consumption at the UN side are kept to a
minimum. The cascaded EKFs proposed in this article also take into account the
unavoidable relative clock offsets between UNs and ANs such that reliable
clock synchronization of the access-link is obtained as a valuable by-product.
The proposed cascaded EKF scheme is then revised and extended to more general
and challenging scenarios where not only the UNs have clock offsets against the
network time but also the ANs themselves are not mutually synchronized in
time. Finally comprehensive performance evaluations of the proposed solutions
on a realistic 5G network setup building on the METIS project based outdoor
Madrid map model together with complete ray tracing based propagation modeling
are provided. The obtained results clearly demonstrate that by using the
developed methods sub-meter scale positioning and tracking accuracy of moving
devices is indeed technically feasible in future 5G radio access networks
operating at sub-6GHz frequencies despite the realistic assumptions related to
clock offsets and potentially even under unsynchronized network elements.
"
8,0.9966,"algorithm, problem, proposed, network, it, user, can, be, performance, based","  One-bit radar performing signal sampling and quantization by a one-bit ADC
is a promising technology for many civilian applications due to its low-cost
and low-power consumptions. In this paper problems encountered by one-bit
LFMCW radar are studied and a two-stage target detection method termed as the
dimension-reduced generalized approximate message passing (DR-GAMP) approach is
proposed. Firstly the spectrum of one-bit quantized signals in a scenario with
multiple targets is analyzed. It is indicated that high-order harmonics may
result in false alarms (FAs) and cannot be neglected. Secondly based on the
spectrum analysis the DR-GAMP approach is proposed to carry out target
detection. Specifically linear preprocessing methods and target predetection
are firstly adopted to perform the dimension reduction and then the GAMP
algorithm is utilized to suppress high-order harmonics and recover true
targets. Finally numerical simulations are conducted to evaluate the
performance of one-bit LFMCW radar under typical parameters. It is shown that
compared to the conventional radar applying linear processing methods one-bit
LFMCW radar has about $1.3$ dB performance gain when the input signal-to-noise
ratios (SNRs) of targets are low. In the presence of a strong target it has
about $1.0$ dB performance loss.
"
8,0.9964,"algorithm, problem, proposed, network, it, user, can, be, performance, based","  Motivated by mobile edge computing and wireless data centers we study a
wireless distributed computing framework where the distributed nodes exchange
information over a wireless interference network. Our framework follows the
structure of MapReduce. This framework consists of Map Shuffle and Reduce
phases where Map and Reduce are computation phases and Shuffle is a data
transmission phase. In our setting we assume that the transmission is operated
over a wireless interference network. We demonstrate that by duplicating the
computation work at a cluster of distributed nodes in the Map phase one can
reduce the amount of transmission load required for the Shuffle phase. In this
work we characterize the fundamental tradeoff between computation load and
communication load under the assumption of one-shot linear schemes. The
proposed scheme is based on side information cancellation and zero-forcing and
we prove that it is optimal in terms of computation-communication tradeoff. The
proposed scheme outperforms the naive TDMA scheme with single node transmission
at a time as well as the coded TDMA scheme that allows coding across data in
terms of the computation-communication tradeoff.
"
8,0.9964,"algorithm, problem, proposed, network, it, user, can, be, performance, based","  In this paper we propose a distributed iterated hard thresholding algorithm
termed DiFIGHT over a network that is built on the diffusion mechanism and also
propose a modification of the proposed algorithm termed MoDiFIGHT that has
low complexity in terms of communication in the network. We additionally
propose four different strategies termed RP RNP RGP$_r$ and RGNP$_r$ that
are used to randomly select a subset of nodes that are subsequently activated
to take part in the distributed algorithm so as to reduce the mean number of
communications during the run of the distributed algorithm. We present
theoretical estimates of the long run communication per unit time for these
different strategies when used by the two proposed algorithms. Also we
present analysis of the two proposed algorithms and provide provable bounds on
their recovery performance with or without using the random node selection
strategies. Finally we use numerical studies to show that both when the random
strategies are used as well as when they are not used the proposed algorithms
display performances far superior to distributed IHT algorithm using consensus
mechanism .
"
8,0.9961,"algorithm, problem, proposed, network, it, user, can, be, performance, based","  In this work and the supporting Parts II [2] and III [3] we provide a rather
detailed analysis of the stability and performance of asynchronous strategies
for solving distributed optimization and adaptation problems over networks. We
examine asynchronous networks that are subject to fairly general sources of
uncertainties such as changing topologies random link failures random data
arrival times and agents turning on and off randomly. Under this model agents
in the network may stop updating their solutions or may stop sending or
receiving information in a random manner and without coordination with other
agents. We establish in Part I conditions on the first and second-order moments
of the relevant parameter distributions to ensure mean-square stable behavior.
We derive in Part II expressions that reveal how the various parameters of the
asynchronous behavior influence network performance. We compare in Part III the
performance of asynchronous networks to the performance of both centralized
solutions and synchronous networks. One notable conclusion is that the
mean-square-error performance of asynchronous networks shows a degradation only
of the order of $O(nu)$ where $nu$ is a small step-size parameter while the
convergence rate remains largely unaltered. The results provide a solid
justification for the remarkable resilience of cooperative networks in the face
of random failures at multiple levels: agents links data arrivals and
topology.
"
9,0.9971,"code, be, error, which, data, weight, new, can, paper, number","  Modern distributed computation infrastructures are often plagued by
unavailabilities such as failing or slow servers. These unavailabilities
adversely affect the tail latency of computation in distributed
infrastructures. The simple solution of replicating computation entails
significant resource overhead. Coded computation has emerged as a
resource-efficient alternative wherein multiple units of data are encoded to
create parity units and the function to be computed is applied to each of these
units on distinct servers. A decoder can use the available function outputs to
decode the unavailable ones. Existing coded computation approaches are resource
efficient only for simple variants of linear functions such as multilinear
with even the class of low degree polynomials requiring the same multiplicative
overhead as replication for practically relevant straggler tolerance.
  In this paper we present a new approach to model coded computation via the
lens of locality of codes. We introduce a generalized notion of locality
denoted computational locality building upon the locality of an appropriately
defined code. We show that computational locality is equivalent to the required
number of workers for coded computation and leverage results from the
well-studied locality of codes to design coded computation schemes. We show
that recent results on coded computation of multivariate polynomials can be
derived using local recovering schemes for Reed-Muller codes. We present coded
computation schemes for multivariate polynomials that adaptively exploit
locality properties of input data-- an inadmissible technique under existing
frameworks. These schemes require fewer workers than the lower bound under
existing coded computation frameworks showing that the existing multiplicative
overhead on the number of servers is not fundamental for coded computation of
nonlinear functions.
"
9,0.9969,"code, be, error, which, data, weight, new, can, paper, number","  The purpose of this work is to develop a framework for single-subject
analysis of diffusion tensor imaging (DTI) data. This framework (termed TOADDI)
is capable of testing whether an individual tract as represented by the major
eigenvector of the diffusion tensor and its corresponding angular dispersion
are significantly different from a group of tracts on a voxel-by-voxel basis.
This work develops two complementary statistical tests based on the elliptical
cone of uncertainty (COU) which is a model of uncertainty or dispersion of the
major eigenvector of the diffusion tensor. The orientation deviation test
examines whether the major eigenvector from a single subject is within the
average elliptical COU formed by a collection of elliptical COUs. The shape
deviation test is based on the two-tailed Wilcoxon-Mann-Whitney two-sample test
between the normalized shape measures (area and circumference) of the
elliptical cones of uncertainty of the single subject against a group of
controls. The False Discovery Rate (FDR) and False Non-discovery Rate (FNR)
were incorporated in the orientation deviation test. The shape deviation test
uses FDR only. TOADDI was found to be numerically accurate and statistically
effective. Clinical data from two Traumatic Brain Injury (TBI) patients and one
non-TBI subject were tested against the data obtained from a group of 45
non-TBI controls to illustrate the application of the proposed framework in
single-subject analysis. The frontal portion of the superior longitudinal
fasciculus seemed to be implicated in both tests as significantly different
from that of the control group. The TBI patients and the single non-TBI subject
were well separated under the shape deviation test at the chosen FDR level of
0.0005. TOADDI is a simple but novel geometrically based statistical framework
for analyzing DTI data.
"
9,0.9961,"code, be, error, which, data, weight, new, can, paper, number","  This paper introduces a new counting code. Its design was motivated by
distributed video coding where for decoding error correction methods are
applied to improve predictions. Those error corrections sometimes fail which
results in decoded values worse than the initial prediction. Our code exploits
the fact that bit errors are relatively unlikely events: more than a few bit
errors in a decoded pixel value are rare. With a carefully designed counting
code combined with a prediction those bit errors can be corrected and sometimes
the original pixel value recovered. The error correction improves
significantly. Our new code not only maximizes the Hamming distance between
adjacent (or ""near 1"") codewords but also between nearby (for example ""near 2"")
codewords. This is why our code is significantly different from the well-known
maximal counting sequences which have maximal average Hamming distance.
Fortunately the new counting code can be derived from Gray Codes for every
code word length (i.e. bit depth).
"
9,0.9955,"code, be, error, which, data, weight, new, can, paper, number","  We obtain a characterization on self-orthogonality for a given binary linear
code in terms of the number of column vectors in its generator matrix which
extends the result of Bouyukliev et al. (2006). As an application we give an
algorithmic method to embed a given binary $k$-dimensional linear code
$mathcalC$ ($k = 234$) into a self-orthogonal code of the shortest length
which has the same dimension $k$ and minimum distance $d' ge d(mathcalC)$.
For $k > 4$ we suggest a recursive method to embed a $k$-dimensional linear
code to a self-orthogonal code. We also give new explicit formulas for the
minimum distances of optimal self-orthogonal codes for any length $n$ with
dimension 4 and any length $n notequiv 6131421222829 pmod31$ with
dimension 5. We determine the exact optimal minimum distances of $[n4]$
self-orthogonal codes which were left open by Li-Xu-Zhao (2008) when $n equiv
0345101112 pmod15$. Then using MAGMA we observe that our embedding
sends an optimal linear code to an optimal self-orthogonal code.
"
9,0.9955,"code, be, error, which, data, weight, new, can, paper, number","  This paper presents an algorithm for decoding homogeneous interleaved codes
of high interleaving order in the rank metric. The new decoder is an adaption
of the Hamming-metric decoder by Metzner and Kapturowski (1990) and guarantees
to correct all rank errors of weight up to $d-2$ whose rank over the large base
field of the code equals the number of errors where $d$ is the minimum rank
distance of the underlying code. In contrast to previously-known decoding
algorithms the new decoder works for any rank-metric code not only Gabidulin
codes. It is purely based on linear-algebraic computations and has an explicit
and easy-to-handle success condition. Furthermore a lower bound on the
decoding success probability for random errors of a given weight is derived.
The relation of the new algorithm to existing interleaved decoders in the
special case of Gabidulin codes is given.
"
