Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
2,0.5441,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.6078,"language, text, model, word, models, based, information, task, natural, words",
7,0.3994,"data, system, learning, systems, research, human, machine, user, speech, s",
0,0.2836,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
3,0.2495,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
6,0.4236,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4813,"language, text, model, word, models, based, information, task, natural, words",
9,0.5644,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
3,0.3581,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.3848,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5597,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3979,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4062,"language, text, model, word, models, based, information, task, natural, words",
8,0.7609,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8152,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6058,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.6035,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.2894,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5603,"language, text, model, word, models, based, information, task, natural, words",
5,0.5192,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.3327,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.5704,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.1966,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.2311,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.4243,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.3005,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.2706,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.326,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4072,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.304,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.6282,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3066,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.283,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
6,0.675,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.5114,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3906,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4643,"language, text, model, word, models, based, information, task, natural, words",
6,0.5303,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.4722,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.4254,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.499,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
5,0.3986,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.6261,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6169,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.3479,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.7235,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.6714,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4567,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4999,"language, text, model, word, models, based, information, task, natural, words",
5,0.3483,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.4518,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3576,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.4286,"language, text, model, word, models, based, information, task, natural, words",
2,0.3573,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3316,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.7246,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.4365,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.4565,"language, text, model, word, models, based, information, task, natural, words",
3,0.2994,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.5209,"language, text, model, word, models, based, information, task, natural, words",
2,0.4587,"data, training, model, learning, adversarial, method, loss, space, models, propose",
2,0.3389,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.766,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4602,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.3873,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.435,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.7026,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.5127,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.5275,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5338,"language, text, model, word, models, based, information, task, natural, words",
1,0.358,"language, text, model, word, models, based, information, task, natural, words",
0,0.5726,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.563,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5175,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.3547,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.307,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.4231,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.5314,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.4974,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.8842,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.6039,"language, text, model, word, models, based, information, task, natural, words",
8,0.5062,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5138,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.452,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.8026,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6223,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3463,"language, text, model, word, models, based, information, task, natural, words",
1,0.5278,"language, text, model, word, models, based, information, task, natural, words",
4,0.7693,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.4217,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.3976,"language, text, model, word, models, based, information, task, natural, words",
4,0.713,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.3884,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.7719,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.4352,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.5218,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.312,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.562,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.4495,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.4133,"language, text, model, word, models, based, information, task, natural, words",
6,0.4023,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.5113,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.2681,"language, text, model, word, models, based, information, task, natural, words",
2,0.4158,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.6606,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.3094,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3664,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.2635,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3608,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.5004,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.6965,"language, text, model, word, models, based, information, task, natural, words",
8,0.4234,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.3485,"language, text, model, word, models, based, information, task, natural, words",
1,0.372,"language, text, model, word, models, based, information, task, natural, words",
2,0.4926,"data, training, model, learning, adversarial, method, loss, space, models, propose",
7,0.515,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.7258,"language, text, model, word, models, based, information, task, natural, words",
4,0.6407,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.7376,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.3273,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.3787,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.455,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.3096,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.2999,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.2497,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.434,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.2388,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3505,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.2394,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3793,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.287,"language, text, model, word, models, based, information, task, natural, words",
6,0.5472,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.3374,"language, text, model, word, models, based, information, task, natural, words",
0,0.3863,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
7,0.2938,"data, system, learning, systems, research, human, machine, user, speech, s",
2,0.3367,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.5503,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.3306,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.2643,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.3337,"data, training, model, learning, adversarial, method, loss, space, models, propose",
5,0.4814,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
3,0.4432,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.5962,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.6931,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.3128,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.5051,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.8703,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5994,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6392,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.5772,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.3605,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.6551,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.3741,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.2768,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4137,"language, text, model, word, models, based, information, task, natural, words",
3,0.5923,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.3725,"language, text, model, word, models, based, information, task, natural, words",
1,0.5773,"language, text, model, word, models, based, information, task, natural, words",
6,0.3301,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.3527,"language, text, model, word, models, based, information, task, natural, words",
0,0.4265,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
7,0.4995,"data, system, learning, systems, research, human, machine, user, speech, s",
3,0.6489,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.8566,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.8943,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3595,"language, text, model, word, models, based, information, task, natural, words",
8,0.4624,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.2944,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.4966,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.4604,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.3534,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6033,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.2496,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4227,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.4685,"language, text, model, word, models, based, information, task, natural, words",
6,0.4708,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
6,0.5945,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
6,0.3641,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.6202,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.3965,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
0,0.4222,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.631,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.4657,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5084,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.4009,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.8568,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.424,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.6075,"language, text, model, word, models, based, information, task, natural, words",
8,0.521,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.441,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.6718,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.4001,"language, text, model, word, models, based, information, task, natural, words",
0,0.4789,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
5,0.489,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.5016,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.2347,"language, text, model, word, models, based, information, task, natural, words",
9,0.3985,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.2153,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4281,"language, text, model, word, models, based, information, task, natural, words",
4,0.3951,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4279,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.7281,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
3,0.395,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.4932,"language, text, model, word, models, based, information, task, natural, words",
1,0.7274,"language, text, model, word, models, based, information, task, natural, words",
6,0.4709,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3209,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.406,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.5538,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.4374,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4056,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
0,0.3284,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.5599,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.7874,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.387,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4163,"language, text, model, word, models, based, information, task, natural, words",
6,0.7551,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
5,0.4307,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.7561,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.4786,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.3106,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
7,0.2813,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.5493,"language, text, model, word, models, based, information, task, natural, words",
1,0.374,"language, text, model, word, models, based, information, task, natural, words",
2,0.3065,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5009,"language, text, model, word, models, based, information, task, natural, words",
1,0.2398,"language, text, model, word, models, based, information, task, natural, words",
1,0.6353,"language, text, model, word, models, based, information, task, natural, words",
1,0.4148,"language, text, model, word, models, based, information, task, natural, words",
1,0.4924,"language, text, model, word, models, based, information, task, natural, words",
8,0.5567,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.2466,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.5167,"language, text, model, word, models, based, information, task, natural, words",
5,0.3753,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
3,0.3752,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.5538,"language, text, model, word, models, based, information, task, natural, words",
3,0.4459,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.2811,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.4932,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
9,0.4581,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4754,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
5,0.4389,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
6,0.5831,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3089,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.39,"language, text, model, word, models, based, information, task, natural, words",
8,0.5128,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.5985,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.3487,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.4345,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3778,"language, text, model, word, models, based, information, task, natural, words",
6,0.5673,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.7281,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.5258,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.462,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.7243,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.4781,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4505,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.6371,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.3738,"language, text, model, word, models, based, information, task, natural, words",
9,0.4603,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.2741,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.7311,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.2398,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.5576,"language, text, model, word, models, based, information, task, natural, words",
6,0.6236,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.6782,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.3686,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.2653,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3592,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.3953,"language, text, model, word, models, based, information, task, natural, words",
7,0.3789,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.6838,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.7951,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.542,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.6468,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6842,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.3392,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5084,"language, text, model, word, models, based, information, task, natural, words",
5,0.4774,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.5487,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3559,"language, text, model, word, models, based, information, task, natural, words",
0,0.5956,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
7,0.5139,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.3219,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.5631,"image, network, method, propose, features, methods, art, state, 3d, feature",
6,0.5923,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.552,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.6707,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.6101,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.4364,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.4117,"language, text, model, word, models, based, information, task, natural, words",
4,0.7721,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.7662,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.5546,"data, training, model, learning, adversarial, method, loss, space, models, propose",
2,0.3858,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.6086,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.459,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.4033,"language, text, model, word, models, based, information, task, natural, words",
1,0.33,"language, text, model, word, models, based, information, task, natural, words",
1,0.5618,"language, text, model, word, models, based, information, task, natural, words",
5,0.4116,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.3481,"language, text, model, word, models, based, information, task, natural, words",
8,0.3186,"image, network, method, propose, features, methods, art, state, 3d, feature",
2,0.3647,"data, training, model, learning, adversarial, method, loss, space, models, propose",
7,0.5079,"data, system, learning, systems, research, human, machine, user, speech, s",
6,0.3232,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
4,0.5833,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.866,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.605,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.8493,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.3713,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8377,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
5,0.5788,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.5013,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.806,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.6736,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.5458,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.3118,"language, text, model, word, models, based, information, task, natural, words",
4,0.6119,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.4934,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.7054,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.4534,"image, network, method, propose, features, methods, art, state, 3d, feature",
5,0.362,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
1,0.446,"language, text, model, word, models, based, information, task, natural, words",
2,0.5205,"data, training, model, learning, adversarial, method, loss, space, models, propose",
6,0.4034,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.432,"language, text, model, word, models, based, information, task, natural, words",
9,0.3002,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
0,0.4836,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
4,0.7834,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.598,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
2,0.4042,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.4753,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
9,0.4499,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.6742,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.7644,"language, text, model, word, models, based, information, task, natural, words",
9,0.3784,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.5355,"language, text, model, word, models, based, information, task, natural, words",
5,0.3852,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.2468,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
3,0.5525,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.4752,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.6735,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.6369,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
8,0.3841,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.2812,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.5364,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3307,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
3,0.4833,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.5469,"language, text, model, word, models, based, information, task, natural, words",
5,0.6075,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
3,0.518,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
9,0.3141,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.3898,"data, training, model, learning, adversarial, method, loss, space, models, propose",
2,0.2119,"data, training, model, learning, adversarial, method, loss, space, models, propose",
3,0.3007,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.9202,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.6688,"language, text, model, word, models, based, information, task, natural, words",
3,0.4553,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
2,0.3815,"data, training, model, learning, adversarial, method, loss, space, models, propose",
4,0.8357,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.4039,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.3796,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.2437,"data, system, learning, systems, research, human, machine, user, speech, s",
0,0.5364,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
6,0.5837,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.6138,"language, text, model, word, models, based, information, task, natural, words",
1,0.5665,"language, text, model, word, models, based, information, task, natural, words",
1,0.4478,"language, text, model, word, models, based, information, task, natural, words",
0,0.2742,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
1,0.3931,"language, text, model, word, models, based, information, task, natural, words",
1,0.7569,"language, text, model, word, models, based, information, task, natural, words",
8,0.4827,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6225,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
0,0.4974,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
5,0.3085,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
2,0.4081,"data, training, model, learning, adversarial, method, loss, space, models, propose",
9,0.23,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.8692,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.3639,"data, system, learning, systems, research, human, machine, user, speech, s",
3,0.474,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.3688,"language, text, model, word, models, based, information, task, natural, words",
8,0.4905,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.6031,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.434,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
1,0.506,"language, text, model, word, models, based, information, task, natural, words",
9,0.2341,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
5,0.2551,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.4247,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.3463,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.2591,"language, text, model, word, models, based, information, task, natural, words",
